accuracy,precision,recall,f1,mcc,auc_roc,pr_auc,model,threshold,split_type,train_fraud,train_n,val_fraud,val_n,test_fraud,test_n
0.9992451107756047,0.7051282051282052,0.7333333333333333,0.7189542483660131,0.7187149880120774,0.9843080727289775,0.7368143639477002,Logistic Regression,0.9993624051518096,chronological,365,182276,52,45569,75,56962
0.9995084442259752,0.8507462686567164,0.76,0.8028169014084507,0.8038514954044814,0.9305558973637799,0.8057086821797182,Random Forest,0.25,chronological,365,182276,52,45569,75,56962
0.9995962220427653,0.9482758620689655,0.7333333333333333,0.8270676691729323,0.833723314387697,0.9799002701261565,0.8021103895354256,XGBoost,0.5,chronological,365,182276,52,45569,75,56962
